"title","year","length","budget","rating","votes","mpaa"
"Street Fighter II Movie",1994,94,NA,6.6,812,"PG-13"
"Street Gun",1996,92,NA,4.1,32,"R"
"Street Law",1995,98,NA,4.1,42,"R"
"Stricken",1998,88,NA,2.7,34,"R"
"Strictly Sinatra",2001,97,NA,6.2,120,"R"
"Strike!",1998,97,NA,6.2,1222,"PG-13"
"Striking Poses",1999,93,NA,4.4,137,"R"
"Striking Resemblance",1997,103,NA,4.3,33,"R"
"Strip Search",1997,90,NA,2.5,62,"R"
"Stripes",1981,106,10000000,6.8,7406,"R"
"Stripper Wives",1999,86,NA,4.4,26,"R"
"Stripshow",1996,96,NA,4.2,51,"R"
"Striptease",1996,117,50000000,3.8,7998,"R"
"Stuart Little",1999,81,103000000,6,8009,"PG"
"Stuart Little 2",2002,82,120000000,5.9,2324,"PG"
"Stuart Saves His Family",1995,95,NA,5.2,747,"PG-13"
"Stuey",2003,110,NA,6,128,"R"
"Styx",2001,93,NA,4.4,194,"R"
"SubUrbia",1996,121,NA,6.4,2148,"R"
"Sublet",1998,90,NA,5,96,"R"
"Submerged",2000,95,NA,3.3,116,"R"
"Subspecies 4: Bloodstorm",1998,91,NA,4.4,136,"R"
"Substance of Fire, The",1996,97,NA,5.7,223,"R"
"Substitute, The",1996,114,NA,5.4,2032,"R"
"Subterano",2003,91,NA,4.2,135,"R"
"Subterfuge",1996,95,NA,2.9,51,"R"
"Suburbans, The",1999,85,NA,4.3,564,"R"
"Success Is the Best Revenge",1984,91,NA,5.7,31,"R"
"Sucker Punch",2003,90,NA,3.4,19,"R"
"Sudden Death",1995,110,NA,5.1,3053,"R"
"Suddenly Naked",2001,105,NA,5.7,153,"R"
"Sugar & Spice",2001,84,11000000,5.3,2901,"PG-13"
"Sugar Town",1999,92,250000,5.8,307,"R"
"Suicide Blonde",1999,93,NA,5.3,36,"R"
"Suicide Kings",1997,106,5000000,7,6117,"R"
"Suite 16",1994,106,NA,5.1,222,"R"
"Suits",1999,88,NA,3.8,45,"R"
"Sum of All Fears, The",2002,123,68000000,6.6,15835,"PG-13"
"Sum of Us, The",1994,100,NA,7.3,1411,"R"
"Summer Catch",2001,105,17000000,4.5,2581,"PG-13"
"Summer of Sam",1999,142,22000000,6.5,8151,"R"
"Sunchaser, The",1996,122,NA,5.6,704,"R"
"Sunset Park",1996,99,NA,4.6,236,"R"
"Sunset Strip",2000,90,NA,5.1,239,"R"
"Sunshine",1999,181,NA,7.3,2920,"R"
"Sunshine State",2002,141,5600000,7,1481,"PG-13"
"Super Size Me",2004,100,300000,7.7,9487,"PG-13"
"Super Sucker",2002,93,NA,4.3,291,"R"
"Super Troopers",2001,100,3000000,6.3,7728,"R"
"SuperBabies: Baby Geniuses 2",2004,88,NA,1.8,2224,"PG"
"Superman",1978,151,55000000,7.1,17327,"PG"
"Superstar",1999,81,14000000,4.5,2880,"PG-13"
"Surface to Air",1997,93,NA,4.1,83,"R"
"Suriyothai",2001,142,NA,6.7,431,"R"
"Surrender",2000,94,NA,3.2,39,"R"
"Surviving Christmas",2004,91,NA,4.5,1480,"PG-13"
"Surviving Picasso",1996,125,16000000,6.1,1139,"R"
"Survivors Exposed",2001,93,NA,5.5,38,"R"
"Susan's Plan",1998,89,NA,5.1,558,"R"
"Suspect Zero",2004,99,27000000,5.7,1310,"R"
"Suspicious River",2000,92,NA,5.5,208,"R"
"Svitati",1999,85,NA,4.4,111,"R"
"Sweatbox, The",2002,86,NA,7.1,15,"PG-13"
"Sweepers",1999,93,12500000,3.9,276,"R"
"Sweet Hereafter, The",1997,112,NA,7.9,9433,"R"
"Sweet Home Alabama",2002,108,38000000,5.8,9943,"PG-13"
"Sweet Nothing",1996,89,NA,5.3,204,"R"
"Sweet November",2001,115,40000000,5.5,5458,"PG-13"
"Sweet Thing",2000,115,NA,6.9,42,"R"
"Sweet and Lowdown",1999,95,NA,7.2,5811,"PG-13"
"Sweetest Thing, The",2002,90,43000000,4.7,8284,"R"
"Sweethearts",1996,83,NA,6.3,283,"R"
"Swept Away",2002,89,10000000,3.8,2113,"R"
"Swept from the Sea",1997,115,NA,6.7,571,"PG-13"
"Swimfan",2002,85,8500000,4.5,3863,"PG-13"
"Swimming",2000,90,NA,6.3,406,"R"
"Swimming Pool",2003,103,NA,6.9,6936,"R"
"Swimming Pool - Der Tod feiert mit",2001,89,NA,3.4,449,"R"
"Swimming Upstream",2003,105,NA,7.5,259,"PG-13"
"Swimming with Sharks",1994,101,700000,7.1,4837,"R"
"Swing",1999,97,NA,5.8,135,"R"
"Swingers",1996,96,200000,7.6,15827,"R"
"Swiri",1999,125,5000000,6.6,1704,"R"
"Switchback",1997,118,38000000,6.1,2195,"R"
"Swordfish",2001,99,80000000,6.2,20455,"R"
"Sworn to Justice",1996,97,NA,5.4,40,"R"
"Sydney",1996,102,NA,7.3,4025,"R"
"Sylvia",2003,110,NA,6.1,1213,"R"
"THX 1138",1971,88,777000,6.5,4274,"R"
"Table One",2000,90,NA,5.3,85,"R"
"Table for One, A",1999,96,NA,4.7,145,"R"
"Tactical Assault",1998,92,NA,3.6,134,"R"
"Tadpole",2002,78,150000,6.3,1769,"PG-13"
"Taegukgi hwinalrimyeo",2004,140,12800000,8.5,1792,"R"
"Tai ji zhang san feng",1993,96,NA,7.1,1718,"R"
"Tail Lights Fade",1999,87,NA,4.3,346,"R"
"Tail Sting",2001,97,NA,2.2,97,"R"
"Tailor of Panama, The",2001,109,18000000,6.1,5997,"R"
"Takedown",2000,96,NA,6.1,1469,"R"
"Taking Lives",2004,109,NA,5.7,7533,"R"
"Tale of Two Sisters",1989,89,NA,2.5,41,"R"
"Tale of Two Sisters, A",2004,15,NA,8,32,"R"
"Tale of the Mummy",1998,119,8000000,3.7,570,"R"
"Talented Mr. Ripley, The",1999,139,40000000,7,25974,"R"
"Tales from the Hood",1995,98,6000000,5.1,548,"R"
"Talisman",1998,72,NA,2.9,92,"R"
"Talk of Angels",1998,96,NA,6.5,225,"PG-13"
"Tangled",2001,86,NA,5.5,467,"R"
"Tango Lesson, The",1997,100,NA,6.3,615,"PG"
"Tango, no me dejes nunca",1998,126,NA,6.8,696,"PG-13"
"Tank Girl",1995,104,25000000,4.6,4400,"R"
"Tao of Steve, The",2000,81,NA,6.8,2524,"R"
"Tape",2001,86,NA,7.2,2976,"R"
"Tapped Out",2001,95,NA,6.2,6,"R"
"Taqueria, La",2003,82,NA,6.3,20,"R"
"Target",2004,84,NA,2.4,131,"R"
"Target of Opportunity",2004,90,NA,6.5,16,"R"
"Target of Seduction",1995,87,NA,3.7,12,"R"
"Targets",1968,90,130000,7.4,793,"R"
"Tart",2001,94,3300000,4.6,714,"R"
"Tarzan and the Lost City",1998,83,20000000,3.6,510,"PG"
"Tashunga",1996,88,NA,4.4,234,"R"
"Taste the Blood of Dracula",1970,91,NA,5.4,345,"R"
"Taxman, The",1999,104,1000000,5.7,169,"R"
"Tea with Mussolini",1999,117,12000000,6.7,2711,"PG"
"Teach Me",1998,90,NA,3.9,28,"R"
"Teacher's Pet",2004,74,10000000,5.6,218,"PG"
"Teaching Mrs. Tingle",1999,96,13000000,5,5244,"PG-13"
"Team America: World Police",2004,98,30000000,7.3,13104,"R"
"Tears of the Sun",2003,121,70000000,6.2,8690,"R"
"Ted Bundy",2002,99,1200000,5.2,852,"R"
"Teddy Bears' Picnic",2002,80,NA,3.4,220,"R"
"Teen Sorcery",1999,90,NA,3.9,57,"PG"
"Teenage Space Vampires",1998,90,NA,2.4,55,"PG"
"Tejing xinrenlei",1999,113,NA,6.1,495,"R"
"Tejing xinrenlei 2",2000,120,NA,4.6,237,"R"
"Teknolust",2002,85,NA,5.1,259,"R"
"Tell Them Who You Are",2004,95,NA,6.7,64,"R"
"Telling You",1998,94,NA,4.5,274,"R"
"Telmisseomding",1999,118,NA,6.7,575,"R"
"Tempo",2003,85,NA,4.7,192,"R"
"Temps du loup, Le",2003,114,NA,6.4,557,"R"
"Tempted",2001,97,NA,5.4,246,"R"
"Ten Tiny Love Stories",2001,96,NA,5.9,94,"R"
"Tequila Body Shots",1999,97,NA,3.2,110,"R"
"Terminal Error",2002,120,NA,4.7,122,"PG-13"
"Terminal Rush",1995,94,NA,2.9,51,"R"
"Terminal, The",2004,128,60000000,7.1,15809,"PG-13"
"Termination Man",2000,92,NA,1.9,29,"R"
"Terminator 2: Judgment Day",1991,154,100000000,8.2,77614,"R"
"Terminator 3: Rise of the Machines",2003,109,175000000,6.9,32111,"R"
"Terminator Woman",1993,105,NA,3.7,39,"R"
"Terrified",1996,95,NA,3.9,157,"R"
"Terror Firmer",1999,98,NA,5.6,782,"R"
"Terror Tract",2000,96,11000000,5.6,281,"R"
"Tesis",1996,118,NA,7.6,4066,"R"
"Tesseract, The",2003,96,NA,5.2,165,"R"
"Testimony of Taliesin Jones, The",2000,93,NA,6.5,63,"PG"
"Testing the Limits",1998,100,NA,5.7,48,"R"
"Testosterone",2003,105,NA,5.4,137,"R"
"Tetsuo II: Body Hammer",1992,83,NA,6.1,582,"R"
"Texas",2002,78,NA,6.6,72,"R"
"Texas 46",2002,96,NA,5.1,51,"R"
"Texas Chainsaw Massacre, The",2003,98,9200000,5.9,9587,"R"
"Texas Funeral, A",1999,98,NA,6.4,136,"R"
"Texas Payback",1994,96,NA,5.5,19,"R"
"Texas Rangers",2001,86,38000000,5.1,945,"PG-13"
"That Darn Cat",1997,89,NA,4.2,696,"PG"
"That Old Feeling",1997,105,NA,5.8,674,"PG-13"
"Theodore Rex",1995,92,33000000,2.2,567,"PG"
"Theory of Flight, The",1998,101,NA,6.5,634,"R"
"There Goes My Baby",1994,110,10500000,6.1,253,"R"
"There's No Fish Food In Heaven",1998,92,NA,3.8,70,"R"
"There's Something About Mary",1998,134,23000000,7.2,46343,"R"
"Theremin: An Electronic Odyssey",1994,83,NA,7.2,280,"PG"
"They",2002,89,17000000,4.4,2660,"PG-13"
"They Call Me MISTER Tibbs!",1970,108,NA,5.8,279,"R"
"They Crawl",2001,93,NA,3.5,132,"R"
"Thick as Thieves",1998,93,NA,5.8,540,"R"
"Thief & the Stripper, The",1998,84,NA,3,10,"R"
"Thin Line Between Love and Hate, A",1996,108,8000000,4.4,458,"R"
"Thin Red Line, The",1998,170,52000000,7.2,25637,"R"
"Things Behind the Sun",2001,120,NA,7.5,347,"R"
"Things You Can Tell Just by Looking at Her",2000,109,NA,6.6,1779,"PG-13"
"Things to Do in Denver When You're Dead",1995,115,8000000,6.6,5703,"R"
"Thinner",1996,92,NA,5,2633,"R"
"Thir13en Ghosts",2001,87,20000000,5.1,8292,"R"
"Third Miracle, The",1999,119,NA,6.7,997,"R"
"Third Society, The",2002,84,NA,4.4,44,"R"
"Third World Cop",1999,98,NA,4.8,79,"R"
"Thirteen",2003,100,1500000,7.1,8652,"R"
"Thirteen Conversations About One Thing",2001,104,3000000,7.2,2883,"R"
"Thirteen Days",2000,145,80000000,7.4,10926,"PG-13"
"Thirteenth Floor, The",1999,100,16000000,6.4,7712,"R"
"This Boy's Life",1993,115,NA,7.1,3913,"R"
"This Girl's Life",2003,104,NA,6.3,284,"R"
"This So-Called Disaster: Sam Shepard Directs the Late Henry Moss",2003,90,NA,5.8,46,"R"
"This World, Then the Fireworks",1997,100,NA,4.6,340,"R"
"Thomas Crown Affair, The",1999,113,48000000,6.7,17220,"R"
"Thomas est amoureux",2000,97,NA,7.2,623,"R"
"Thousand Acres, A",1997,105,NA,5.7,1403,"R"
"Three Blind Mice",2003,93,NA,4.3,207,"R"
"Three Kings",1999,114,48000000,7.3,31503,"R"
"Three Seasons",1999,104,NA,7.2,1027,"PG-13"
"Three Wishes",1995,115,NA,5.5,552,"PG"
"Three to Tango",1999,98,20000000,6,5719,"PG-13"
"Thunderbirds",2004,95,57000000,4.4,1419,"PG"
"Thursday",1998,87,NA,6.6,1572,"R"
"Thy Neighbor's Wife",2001,92,NA,3.9,92,"R"
"Tian di ying xiong",2003,115,NA,6.4,567,"R"
"Tian yu",1998,99,NA,7.3,849,"R"
"Tic Code, The",1999,91,NA,5.8,164,"R"
"Tick Tock",2000,93,NA,5.8,163,"R"
"Ticker",2001,92,NA,3.3,1491,"R"
"Tie That Binds, The",1995,99,NA,4.7,307,"R"
"Tie-died: Rock 'n Roll's Most Deadicated Fans",1995,80,NA,6,28,"R"
"Tiger Claws III",1999,95,NA,3,43,"R"
"Tigerland",2000,100,NA,7.2,5945,"R"
"Till Human Voices Wake Us",2002,101,NA,6,456,"R"
"Tillsammans",2000,106,NA,7.5,4277,"R"
"Time Changer",2002,95,825000,4.5,304,"PG"
"Time Machine, The",2002,96,80000000,5.5,12424,"PG-13"
"Time Served",1999,94,NA,3.1,115,"R"
"Time Share",2000,87,NA,5.2,327,"PG"
"Time Under Fire",1996,88,NA,3.6,104,"R"
"Time to Kill, A",1996,149,40000000,6.9,15577,"R"
"Timecode",2000,97,4000000,6.2,2320,"R"
"Timecop: The Berlin Decision",2003,82,NA,4.8,346,"R"
"Timeless Obsession",1997,89,NA,3.8,15,"R"
"Timeline",2003,116,80000000,5.2,5803,"PG-13"
"Timemaster",1995,100,NA,4.3,101,"PG-13"
"Timequest",2002,92,NA,4.4,147,"R"
"Timothy Leary's Dead",1996,80,NA,5.5,38,"R"
"Tin Cup",1996,135,45000000,6.2,7521,"R"
"Tinseltown",1997,88,NA,4.4,89,"R"
"Tiptoes",2003,90,NA,4.9,443,"R"
"Titan A.E.",2000,94,75000000,6.4,9373,"PG"
"Titanic",1997,194,200000000,6.9,90195,"PG-13"
"Titus",1999,162,NA,7.2,5465,"R"
"To Die For",1994,101,NA,5.9,110,"R"
"To Die, to Sleep",1994,86,NA,4.7,33,"PG-13"
"To End All Wars",2001,110,NA,7.1,1447,"R"
"To Gillian on Her 37th Birthday",1996,93,NA,5.6,1421,"PG-13"
"To Walk with Lions",1999,108,NA,6.1,151,"PG-13"
"To Wong Foo, Thanks for Everything! Julie Newmar",1995,109,NA,5.5,3646,"PG-13"
"To the Limit",1995,98,NA,2.6,229,"R"
"Todo sobre mi madre",1999,101,NA,7.9,13497,"R"
"Tokyo Godfathers",2003,93,NA,7.6,904,"PG-13"
"Tollbooth",1994,108,NA,4.6,106,"R"
"Tom and Huck",1995,97,NA,5.3,1242,"PG"
"Tombstone",1993,130,NA,7.4,16618,"R"
"Tomcats",2001,95,11000000,4.7,3717,"R"
"Tommy Boy",1995,97,NA,6.5,8875,"PG-13"
"Tomorrow Never Dies",1997,119,110000000,6.4,19397,"PG-13"
"Toolbox Murders",2003,95,NA,5.1,542,"R"
"Top of the Food Chain",1999,99,NA,5.9,280,"PG-13"
"Topsy-Turvy",1999,160,NA,7.4,3637,"R"
"Torque",2004,81,40000000,3.2,4050,"PG-13"
"Tortilla Soup",2001,103,NA,5.9,1194,"PG-13"
"Total Eclipse",1995,111,NA,5.8,1495,"R"
"Total Reality",1997,100,NA,4,111,"R"
"Totally Blonde",2001,94,NA,3.6,168,"PG-13"
"Touch of Pink",2004,91,NA,6.8,486,"R"
"Touch, The",2002,103,20000000,4.5,417,"PG-13"
"Touching Wild Horses",2002,90,NA,6,80,"PG"
"Touching the Void",2003,106,NA,8.1,3671,"R"
"Tough Luck",2003,88,NA,5.9,99,"R"
"Town & Country",2001,104,90000000,4.5,1434,"R"
"Tracks of a Killer",1995,99,NA,3.7,59,"R"
"Traffic",2000,147,48000000,7.8,41268,"R"
"Train Ride",2000,93,NA,9,23,"R"
"Train de vie",1998,103,NA,7.3,1191,"R"
"Training Day",2001,120,45000000,7.3,22776,"R"
"Trainspotting",1996,94,3500000,8,51887,"R"
"Traitor's Heart",1999,91,NA,2.7,52,"R"
"Trance",1998,94,4000000,3.9,392,"R"
"Transporter, The",2002,92,NA,6,9150,"PG-13"
"Trapped",2002,106,30000000,6,3718,"R"
"Traveller",1997,101,NA,5.9,474,"R"
"Treasure Planet",2002,95,140000000,6.6,3724,"PG"
"Treat, The",1998,82,NA,3.6,237,"R"
"Treehouse Hostage",1999,91,NA,4.8,82,"PG"
"Trees Lounge",1996,95,1300000,7.1,3155,"R"
"Tregua, La",1997,125,NA,6.6,328,"R"
"Trekkies",1997,86,375000,6.9,1526,"PG"
"Trekkies 2",2004,93,NA,6.4,128,"PG"
"Tribulation",2000,95,NA,4.4,178,"PG-13"
"Trick",1999,89,NA,6.8,2234,"R"
"Trigger Effect, The",1996,94,8000000,5.4,1591,"R"
"Triggermen",2002,96,12000000,5.8,317,"R"
"TripFall",2000,91,NA,4.1,84,"R"
"Triplettes de Belleville, Les",2003,78,8000000,7.7,6618,"PG-13"
"Trippin'",1999,94,NA,4.3,291,"R"
"Triumph of Love, The",2001,112,5000000,5.7,423,"PG-13"
"Trixie",2000,116,NA,4.8,552,"R"
"Trois",2000,93,200000,3.1,176,"R"
"Trois 3: The Escort",2004,95,1000000,4.8,38,"R"
"Trojan Warrior",2002,95,NA,4.2,44,"R"
"Tromeo and Juliet",1996,108,350000,5.8,1030,"R"
"Trouble with Angels, The",1966,112,NA,7.2,597,"PG"
"Troy",2004,162,185000000,7.1,33979,"R"
"True Blue",2001,97,NA,5.2,185,"R"
"True Crime",1996,94,NA,5.1,492,"R"
"True Crime",1999,127,NA,6.3,5116,"R"
"True Friends",1998,103,NA,4.7,60,"R"
"True Heart",1997,92,NA,4.6,129,"PG"
"True Vinyl",2000,89,NA,3.1,32,"PG-13"
"Truman Show, The",1998,103,60000000,7.7,62434,"PG"
"Truth About Cats & Dogs, The",1996,97,NA,6.5,7714,"PG-13"
"Truth About Charlie, The",2002,104,NA,4.6,2417,"PG-13"
"Try Seventeen",2002,96,NA,6.1,1373,"R"
"Tuck Everlasting",2002,96,15000000,6.5,2055,"PG"
"Tully",2000,102,NA,7.5,630,"R"
"Tumbleweeds",1999,102,312000,6.9,1146,"PG-13"
"Tunnel",2000,94,NA,3,82,"R"
"Tuno negro",2001,98,NA,5,255,"R"
"Tupac: Resurrection",2003,90,NA,7.3,773,"R"
"Turbo: A Power Rangers Movie",1997,99,NA,2.1,1296,"PG"
"Tuxedo, The",2002,98,60000000,5.1,6070,"PG-13"
"Tweeling, De",2002,135,NA,8,1073,"R"
"Twelfth Night: Or What You Will",1996,134,NA,7.1,1332,"PG"
"Twelve Monkeys",1995,129,29000000,7.9,62301,"R"
"Twilight",1998,94,NA,6.1,2220,"R"
"Twin Falls Idaho",1999,111,500000,7.1,1547,"R"
"Twin Peaks: Fire Walk with Me",1992,135,10000000,6.5,6927,"R"
"Twist",2003,97,350000,6,197,"R"
"Twisted Love",1995,85,NA,2.9,49,"R"
"Twister",1996,113,92000000,5.9,28315,"PG-13"
"Two Bits",1995,85,NA,5.9,497,"PG-13"
"Two Bits & Pepper",1995,89,NA,1.8,26,"PG"
"Two Brothers",2004,109,NA,6.9,1614,"PG"
"Two Can Play That Game",2001,93,6000000,5.8,843,"R"
"Two Coyotes",2000,90,NA,3,21,"R"
"Two Days",2003,90,NA,6.7,167,"R"
"Two Deaths",1995,99,NA,6.8,145,"R"
"Two Family House",2000,109,NA,7.2,417,"R"
"Two Girls and a Guy",1997,84,1000000,5.6,2014,"NC-17"
"Two If by Sea",1996,96,NA,4.9,1516,"R"
"Two Men Went to War",2002,109,NA,6.9,142,"PG"
"Two Much",1995,118,NA,5,1026,"PG-13"
"Two Ninas",1999,88,NA,6.2,409,"R"
"Two Shades of Blue",2000,103,NA,3.6,102,"R"
"Two Weeks Notice",2002,101,60000000,5.8,15010,"PG-13"
"Tyrone",1999,92,NA,5.8,12,"R"
"U Turn",1997,125,19000000,6.5,10306,"R"
"U-571",2000,116,62000000,6.5,15792,"PG-13"
"U.S. Marshals",1998,131,60000000,6.1,10315,"PG-13"
"U.S. Seals",1999,90,NA,2.4,569,"R"
"Ugly, The",1997,92,NA,6.3,649,"R"
"Uh Oh!",2003,92,NA,7.6,7,"PG"
"Ultimate Weapon, The",1997,110,NA,2.7,126,"R"
"Ultimate X: The Movie",2002,44,NA,6.7,111,"PG"
"Ultimo bacio, L'",2001,115,NA,7,1422,"R"
"Ultimo tango a Parigi",1972,250,1250000,6.9,4007,"NC-17"
"Umi wa miteita",2002,119,NA,6.8,254,"R"
"Un indien dans la ville",1994,90,NA,5.4,372,"PG"
"Unbreakable",2000,106,75000000,7.1,35842,"PG-13"
"Uncle Nino",2003,104,NA,5.9,221,"PG"
"Uncle Sam",1997,89,2000000,3.3,488,"R"
"Unconditional Love",1999,105,NA,3,6,"R"
"Unconditional Love",2002,120,NA,7.1,632,"PG-13"
"Undead",2003,100,NA,5.7,1350,"R"
"Under Hellgate Bridge",2000,90,NA,4.6,123,"R"
"Under Oath",1997,92,NA,4.8,34,"R"
"Under Pressure",2000,94,NA,3.8,200,"R"
"Under Siege 2: Dark Territory",1995,99,60000000,4.9,5551,"R"
"Under Suspicion",2000,111,25000000,6.4,3718,"R"
"Under the Hula Moon",1995,94,NA,3.7,95,"R"
"Under the Tuscan Sun",2003,113,18000000,6.7,4183,"PG-13"
"Undercover Angel",1999,91,NA,5.5,142,"PG"
"Undercover Brother",2002,85,25000000,6,5138,"PG-13"
"Undercover Heat",1995,93,NA,5.5,148,"R"
"Undercover Kid, The",1996,80,NA,4.8,23,"PG"
"Undercurrent",1999,94,NA,4.5,54,"R"
"Underground Comedy Movie, The",1999,88,NA,1.8,590,"R"
"Undertaker's Wedding, The",1997,80,NA,4.9,62,"R"
"Undertow",1996,93,NA,5,124,"R"
"Undertow",2004,108,NA,6.9,541,"R"
"Underworld",1996,95,NA,4.5,216,"R"
"Undisputed",2002,96,20000000,5.6,1769,"R"
"Une liaison pornographique",1999,80,NA,7.1,1493,"R"
"Unfaithful",2002,125,50000000,6.6,8713,"R"
"Unforgettable",1996,117,18000000,5.7,940,"R"
"Unhook the Stars",1996,105,NA,6.8,563,"R"
"Union Square",2003,90,NA,6,6,"R"
"United States of Leland, The",2003,108,NA,7,1788,"R"
"Universal Soldier: The Return",1999,89,NA,3.2,3486,"R"
"Unmade Beds",1997,95,1000000,6.7,148,"R"
"Unsaid, The",2001,108,22000000,6.5,1084,"R"
"Unspeakable",2002,108,NA,3.6,260,"R"
"Unstoppable",2004,96,15000000,4.8,579,"R"
"Untergang, Der",2004,156,NA,8.4,8039,"R"
"Until Death",2002,80,NA,3.7,11,"R"
"Untold, The",2002,92,3000000,3.8,400,"R"
"Unzipped",1995,73,NA,6,348,"R"
"Uomo delle stelle, L'",1995,113,NA,7.1,662,"R"
"Up Against Amanda",2000,102,NA,4.3,113,"R"
"Up Close & Personal",1996,124,60000000,5.7,3201,"PG-13"
"Up at the Villa",2000,115,NA,5.9,740,"PG-13"
"Upside of Anger, The",2005,118,13200000,7.2,1160,"R"
"Uptown Girls",2003,93,NA,5.4,2417,"PG-13"
"Urban Ghost Story",1998,82,300000,5.3,167,"R"
"Urban Legend",1998,99,14000000,5.1,8245,"R"
"Urban Legends: Final Cut",2000,97,15000000,3.8,3280,"R"
"Urban Safari",1996,92,NA,4.8,21,"R"
"Urbania",2000,106,225000,6.9,1089,"R"
"Usual Suspects, The",1995,106,6000000,8.7,103854,"R"
"Utomlyonnye solntsem",1994,132,2800000,7.6,2173,"R"
"Va savoir",2001,157,NA,7.1,789,"PG-13"
"Valdez Is Coming",1971,90,NA,6.6,317,"PG-13"
"Valentine",2001,96,10000000,4.2,4779,"R"
"Vampire Clan",2002,87,NA,4,173,"R"
"Vampire Hunter D",2000,103,NA,7.6,2606,"R"
"Vampire Journals",1997,92,NA,4.6,235,"R"
"Vampire in Brooklyn",1995,100,14000000,4.4,2716,"R"
"Vampires",1998,106,20000000,5.6,7908,"R"
"Vampires Anonymous",2003,88,NA,4.4,85,"R"
"Vampires: Los Muertos",2002,93,NA,4.4,1010,"R"
"Vampires: The Turning",2005,84,NA,3.4,59,"R"
"Van Helsing",2004,132,160000000,5.4,19787,"PG-13"
"Van Wilder",2002,94,6000000,5.8,7799,"R"
"Van, The",1996,100,NA,6.5,884,"R"
"Vanilla Sky",2001,136,68000000,6.9,31250,"R"
"Vanishing Point",1971,106,NA,7,1607,"R"
"Vanity Fair",2004,141,23000000,6.1,2151,"PG-13"
"Varsity Blues",1999,100,16000000,6,7974,"R"
"Vatel",2000,125,36000000,6.4,1322,"PG-13"
"Vault, The",2005,87,100000,2.4,64,"PG-13"
"Vegas Vacation",1997,93,NA,5,4543,"PG"
"Velocity Trap",1997,86,NA,3.8,233,"R"
"Velocity of Gary, The",1998,100,4000000,4.7,570,"R"
"Velvet Goldmine",1998,124,NA,6.6,5041,"R"
"Venomous",2001,97,NA,3.5,146,"PG-13"
"Venus Rising",1995,91,NA,2.3,225,"R"
"Venus and Mars",2001,94,NA,5.3,50,"R"
"Vera Drake",2004,125,NA,7.9,2562,"R"
"Veronica 2030",1999,70,NA,2.8,61,"R"
"Veronica Guerin",2003,92,17000000,6.8,2688,"R"
"Versprechen, Das",1995,116,NA,7,176,"R"
"Vertical Limit",2000,124,75000000,5.6,10273,"PG-13"
"Very Bad Things",1998,100,10000000,5.8,10001,"R"
"Very Brady Sequel, A",1996,90,15000000,5.3,2183,"PG-13"
"Veuve de Saint-Pierre, La",2000,112,NA,7.1,1572,"R"
"Vice Girls",2000,83,NA,3.3,33,"R"
"Vicious Circle",1996,90,NA,2,9,"R"
"Victory",1995,99,NA,5.8,104,"R"
"View from the Top",2003,87,NA,5.1,3485,"PG-13"
"Viking Sagas, The",1995,80,NA,4.6,109,"R"
"Viktor Vogel - Commercial Man",2001,112,NA,5.6,244,"R"
"Village of the Damned",1995,99,7000000,5.1,2585,"R"
"Village, The",2004,108,60000000,6.6,25729,"PG-13"
"Violon rouge, Le",1998,140,10000000,7.8,6995,"R"
"Vipers",1999,92,NA,4.6,52,"R"
"Virgen de los sicarios, La",2000,98,NA,7,902,"R"
"Virgin",2003,114,NA,6,118,"R"
"Virgin Suicides, The",1999,90,6000000,7.2,17524,"R"
"Virginia's Run",2002,101,NA,5.8,122,"PG"
"Virtual Combat",1996,97,NA,3,92,"R"
"Virtual Desire",1995,92,NA,2.7,65,"R"
"Virtual Encounters 2",1998,83,NA,4.3,47,"R"
"Virtual Sexuality",1999,92,NA,5,891,"R"
"Virtuosity",1995,106,30000000,5.3,4183,"R"
"Visiteurs, Les",1993,107,NA,6.4,2514,"R"
"Visitors",2003,100,NA,5.1,185,"R"
"Vital",2004,86,NA,6.7,81,"R"
"Vital Parts",2001,87,NA,3.4,23,"R"
"Viva Las Nowhere",2001,97,NA,6,83,"R"
"Vivero Letter, The",1998,95,NA,4.3,97,"R"
"Vivid",1997,84,NA,3.5,159,"R"
"Vlad",2003,98,NA,3.9,162,"R"
"Voices",1995,91,NA,5.5,103,"R"
"Volcano",1997,104,90000000,5.2,8627,"PG-13"
"Voleurs, Les",1996,117,NA,7.1,606,"R"
"Voodoo",1995,91,NA,4.4,111,"R"
"Voodoo Dawn",1990,84,NA,2.1,56,"R"
"Vor",1997,110,2000000,7.2,841,"R"
"Voyage to the Bottom of the Sea",1961,105,NA,5.9,598,"PG"
"Voyeur.com",2000,95,NA,1.8,72,"R"
"Vulgar",2000,85,NA,4.7,1003,"R"
"WXIII: Patlabor the Movie 3",2002,100,NA,6.6,123,"R"
"Wadd: The Life and Times of John C. Holmes",1998,105,NA,6.4,181,"R"
"Wag the Dog",1997,97,15000000,7,16434,"R"
"Waiting for Guffman",1996,84,4000000,7.6,7337,"R"
"Waiting to Exhale",1995,127,15000000,5.1,1611,"R"
"Wake In Providence, A",1999,94,NA,6.9,27,"R"
"Waking Life",2001,101,NA,7.5,6999,"R"
"Waking Ned",1998,92,3000000,7.3,7232,"PG"
"Waking Up Horton",1998,90,NA,2.5,42,"PG"
"Waking Up in Reno",2002,91,NA,5.3,862,"R"
"Walk On Water",2004,104,NA,7.5,533,"R"
